observation_id,keyword,list_position,rank_raw,heat_index_display,impressions_display,likes_display,shares_display,comments_display,classification,group,group_label,reason,keyword_content_url,raw_ref,raw_row
fm-us-100-20260907-011,dress,11,11,1420,566.00万,10.25万,233,147,apparel_term_candidate,dress,连衣裙,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=dress&region=US,raw_keyword_table.json,11
fm-us-100-20260907-012,men,12,12,1320,292.00万,3246,84,68,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=men&region=US,raw_keyword_table.json,12
fm-us-100-20260907-013,50 %off,13,13,1240,6030.00万,15.59万,1209,1143,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=50%20%25off&region=US,raw_keyword_table.json,13
fm-us-100-20260907-014,great deal,14,14,1190,484.00万,6386,387,238,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=great%20deal&region=US,raw_keyword_table.json,14
fm-us-100-20260907-015,play now,15,15,1170,5110.00万,3.49万,228,392,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=play%20now&region=US,raw_keyword_table.json,15
fm-us-100-20260907-016,harder than you think,16,16,995,675.00万,1.60万,72,414,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=harder%20than%20you%20think&region=US,raw_keyword_table.json,16
fm-us-100-20260907-017,limited time,17,17,941,3740.00万,2.65万,574,362,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=limited%20time&region=US,raw_keyword_table.json,17
fm-us-100-20260907-018,love this game,18,18,908,168.00万,2884,6,72,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=love%20this%20game&region=US,raw_keyword_table.json,18
fm-us-100-20260907-019,for any occasion,19,19,907,51.80万,622,26,12,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=for%20any%20occasion&region=US,raw_keyword_table.json,19
fm-us-100-20260907-020,shoe,20,20,864,565.00万,1.17万,206,156,adjacent_category,,,鞋履、包袋、美容或配饰等相邻方向，暂不并入服装主候选。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=shoe&region=US,raw_keyword_table.json,20
fm-us-100-20260907-021,skincare,21,21,841,185.00万,4236,82,108,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=skincare&region=US,raw_keyword_table.json,21
fm-us-100-20260907-022,pillow,22,22,832,90.70万,1752,104,22,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=pillow&region=US,raw_keyword_table.json,22
fm-us-100-20260907-023,bra,23,23,827,251.00万,2.10万,290,268,apparel_term_candidate,bra,文胸,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=bra&region=US,raw_keyword_table.json,23
fm-us-100-20260907-024,right now,24,24,823,616.00万,1.63万,333,271,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=right%20now&region=US,raw_keyword_table.json,24
fm-us-100-20260907-025,download now,25,25,819,832.00万,1.74万,192,198,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=download%20now&region=US,raw_keyword_table.json,25
fm-us-100-20260907-026,jean,26,26,816,160.00万,5948,76,54,apparel_term_candidate,jeans,牛仔裤,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=jean&region=US,raw_keyword_table.json,26
fm-us-100-20260907-027,shoes,27,27,795,421.00万,1.06万,160,136,adjacent_category,,,鞋履、包袋、美容或配饰等相邻方向，暂不并入服装主候选。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=shoes&region=US,raw_keyword_table.json,27
fm-us-100-20260907-028,jeans,28,28,783,159.00万,5926,76,54,apparel_term_candidate,jeans,牛仔裤,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=jeans&region=US,raw_keyword_table.json,28
fm-us-100-20260907-029,this app,29,29,770,1660.00万,3.93万,420,1150,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=this%20app&region=US,raw_keyword_table.json,29
fm-us-100-20260907-030,click to learn more,30,30,735,815.00万,7844,200,324,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=click%20to%20learn%20more&region=US,raw_keyword_table.json,30
fm-us-100-20260907-031,amazing deal,31,31,730,296.00万,4302,218,131,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=amazing%20deal&region=US,raw_keyword_table.json,31
fm-us-100-20260907-032,try this,32,32,724,1080.00万,10.25万,942,415,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=try%20this&region=US,raw_keyword_table.json,32
fm-us-100-20260907-033,going to love this game,33,33,724,86.90万,2450,6,64,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=going%20to%20love%20this%20game&region=US,raw_keyword_table.json,33
fm-us-100-20260907-034,wig,34,34,705,60.10万,4930,118,54,adjacent_category,,,鞋履、包袋、美容或配饰等相邻方向，暂不并入服装主候选。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=wig&region=US,raw_keyword_table.json,34
fm-us-100-20260907-035,check the,35,35,695,316.00万,1.09万,421,228,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=check%20the&region=US,raw_keyword_table.json,35
fm-us-100-20260907-036,swipe left to learn more,36,36,688,150.00万,5030,102,184,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=swipe%20left%20to%20learn%20more&region=US,raw_keyword_table.json,36
fm-us-100-20260907-037,puzzles,37,37,666,38.60万,1048,6,6,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=puzzles&region=US,raw_keyword_table.json,37
fm-us-100-20260907-038,for summer,38,38,663,172.00万,6391,210,68,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=for%20summer&region=US,raw_keyword_table.json,38
fm-us-100-20260907-039,puzzle game,39,39,652,76.30万,1038,2,28,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=puzzle%20game&region=US,raw_keyword_table.json,39
fm-us-100-20260907-040,click to,40,40,631,1090.00万,1.17万,211,371,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=click%20to&region=US,raw_keyword_table.json,40
fm-us-100-20260907-041,pant,41,41,605,90.80万,1980,78,32,apparel_term_candidate,pants,裤装,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=pant&region=US,raw_keyword_table.json,41
fm-us-100-20260907-042,spring,42,42,603,560.00万,9411,357,148,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=spring&region=US,raw_keyword_table.json,42
fm-us-100-20260907-043,any occasion,43,43,601,50.70万,616,26,12,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=any%20occasion&region=US,raw_keyword_table.json,43
fm-us-100-20260907-044,help you,44,44,597,3970.00万,1.67万,275,123,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=help%20you&region=US,raw_keyword_table.json,44
fm-us-100-20260907-045,tracking calories,45,45,592,478.00万,1.29万,38,80,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=tracking%20calories&region=US,raw_keyword_table.json,45
fm-us-100-20260907-046,easy and fun,46,46,592,478.00万,1.29万,40,80,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=easy%20and%20fun&region=US,raw_keyword_table.json,46
fm-us-100-20260907-047,try it now,47,47,592,74.00万,1732,41,24,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=try%20it%20now&region=US,raw_keyword_table.json,47
fm-us-100-20260907-048,try boo now,48,48,570,27.00万,372,2,12,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=try%20boo%20now&region=US,raw_keyword_table.json,48
fm-us-100-20260907-049,find out,49,49,569,1380.00万,3.87万,329,263,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=find%20out&region=US,raw_keyword_table.json,49
fm-us-100-20260907-050,pants,50,50,567,67.90万,1918,74,32,apparel_term_candidate,pants,裤装,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=pants&region=US,raw_keyword_table.json,50
fm-us-100-20260907-051,your free,51,51,557,5350.00万,4.73万,529,128,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=your%20free&region=US,raw_keyword_table.json,51
fm-us-100-20260907-052,use code,52,52,546,5030.00万,14.30万,362,446,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=use%20code&region=US,raw_keyword_table.json,52
fm-us-100-20260907-053,sign up,53,53,543,2830.00万,2.91万,327,358,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=sign%20up&region=US,raw_keyword_table.json,53
fm-us-100-20260907-054,buy now,54,54,541,32.20万,486,16,16,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=buy%20now&region=US,raw_keyword_table.json,54
fm-us-100-20260907-055,acne,55,55,524,618.00万,7113,144,76,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=acne&region=US,raw_keyword_table.json,55
fm-us-100-20260907-056,it now,56,56,518,442.00万,5335,65,159,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=it%20now&region=US,raw_keyword_table.json,56
fm-us-100-20260907-057,swimsuit,57,57,518,81.60万,3822,104,52,apparel_term_candidate,swimsuit,泳装,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=swimsuit&region=US,raw_keyword_table.json,57
fm-us-100-20260907-058,ring,58,58,513,270.00万,4516,82,44,adjacent_category,,,鞋履、包袋、美容或配饰等相邻方向，暂不并入服装主候选。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=ring&region=US,raw_keyword_table.json,58
fm-us-100-20260907-059,your phone,59,59,509,3210.00万,2.40万,617,431,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=your%20phone&region=US,raw_keyword_table.json,59
fm-us-100-20260907-060,grow your,60,60,509,1050.00万,1.53万,298,182,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=grow%20your&region=US,raw_keyword_table.json,60
fm-us-100-20260907-061,free to play,61,61,492,1710.00万,2.27万,244,625,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=free%20to%20play&region=US,raw_keyword_table.json,61
fm-us-100-20260907-062,casual game,62,62,492,32.60万,314,2,22,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=casual%20game&region=US,raw_keyword_table.json,62
fm-us-100-20260907-063,play this,63,63,490,96.00万,2566,20,198,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=play%20this&region=US,raw_keyword_table.json,63
fm-us-100-20260907-064,my friends,64,64,490,99.90万,4848,26,112,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=my%20friends&region=US,raw_keyword_table.json,64
fm-us-100-20260907-065,shorts,65,65,488,84.90万,2312,44,40,apparel_term_candidate,shorts,短裤,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=shorts&region=US,raw_keyword_table.json,65
fm-us-100-20260907-066,feel good,66,66,482,16.90万,198,2,6,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=feel%20good&region=US,raw_keyword_table.json,66
fm-us-100-20260907-067,bag,67,67,480,47.70万,1220,28,16,adjacent_category,,,鞋履、包袋、美容或配饰等相邻方向，暂不并入服装主候选。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=bag&region=US,raw_keyword_table.json,67
fm-us-100-20260907-068,miss out,68,68,480,589.00万,1.47万,230,254,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=miss%20out&region=US,raw_keyword_table.json,68
fm-us-100-20260907-069,for women,69,69,479,90.60万,2493,101,52,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=for%20women&region=US,raw_keyword_table.json,69
fm-us-100-20260907-070,don’t miss,70,70,477,1600.00万,2.07万,463,241,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=don%E2%80%99t%20miss&region=US,raw_keyword_table.json,70
fm-us-100-20260907-071,play this game,71,71,477,90.70万,2448,20,198,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=play%20this%20game&region=US,raw_keyword_table.json,71
fm-us-100-20260907-072,get started,72,72,471,2420.00万,2.15万,1014,288,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=get%20started&region=US,raw_keyword_table.json,72
fm-us-100-20260907-073,casual,73,73,462,37.20万,2388,80,30,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=casual&region=US,raw_keyword_table.json,73
fm-us-100-20260907-074,black friday,74,74,461,109.00万,5408,227,71,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=black%20friday&region=US,raw_keyword_table.json,74
fm-us-100-20260907-075,every day,75,75,446,1160.00万,1.27万,178,195,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=every%20day&region=US,raw_keyword_table.json,75
fm-us-100-20260907-076,flash sale,76,76,440,262.00万,5056,118,73,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=flash%20sale&region=US,raw_keyword_table.json,76
fm-us-100-20260907-077,shapewear,77,77,433,132.00万,7300,180,150,apparel_term_candidate,shapewear,塑身衣,按服装词义初筛；须核对原内容和具体商品，不能仅凭单词确定购买需求。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=shapewear&region=US,raw_keyword_table.json,77
fm-us-100-20260907-078,good deal,78,78,419,161.00万,2678,144,116,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=good%20deal&region=US,raw_keyword_table.json,78
fm-us-100-20260907-079,check the product page,79,79,419,159.00万,2058,68,74,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=check%20the%20product%20page&region=US,raw_keyword_table.json,79
fm-us-100-20260907-080,check the product,80,80,418,159.00万,2061,68,74,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=check%20the%20product&region=US,raw_keyword_table.json,80
fm-us-100-20260907-081,glass,81,81,413,2430.00万,8881,322,192,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=glass&region=US,raw_keyword_table.json,81
fm-us-100-20260907-082,free now,82,82,413,159.00万,3218,148,12,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=free%20now&region=US,raw_keyword_table.json,82
fm-us-100-20260907-083,24 hours,83,83,412,256.00万,3576,70,108,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=24%20hours&region=US,raw_keyword_table.json,83
fm-us-100-20260907-084,glasses,84,84,410,2430.00万,8788,322,192,adjacent_category,,,鞋履、包袋、美容或配饰等相邻方向，暂不并入服装主候选。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=glasses&region=US,raw_keyword_table.json,84
fm-us-100-20260907-085,first order,85,85,409,4550.00万,15.32万,324,352,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=first%20order&region=US,raw_keyword_table.json,85
fm-us-100-20260907-086,sunglass,86,86,405,89.30万,1586,26,16,adjacent_category,,,鞋履、包袋、美容或配饰等相邻方向，暂不并入服装主候选。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=sunglass&region=US,raw_keyword_table.json,86
fm-us-100-20260907-087,sunglasses,87,87,404,89.30万,1586,26,16,adjacent_category,,,鞋履、包袋、美容或配饰等相邻方向，暂不并入服装主候选。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=sunglasses&region=US,raw_keyword_table.json,87
fm-us-100-20260907-088,get up,88,88,404,2410.00万,7.29万,370,160,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=get%20up&region=US,raw_keyword_table.json,88
fm-us-100-20260907-089,kids,89,89,404,1620.00万,2.14万,250,712,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=kids&region=US,raw_keyword_table.json,89
fm-us-100-20260907-090,watch now,90,90,403,31.80万,1101,2,10,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=watch%20now&region=US,raw_keyword_table.json,90
fm-us-100-20260907-091,your home,91,91,402,211.00万,2514,115,60,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=your%20home&region=US,raw_keyword_table.json,91
fm-us-100-20260907-092,go viral,92,92,400,1180.00万,1.16万,468,80,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=go%20viral&region=US,raw_keyword_table.json,92
fm-us-100-20260907-093,get yours,93,93,400,1040.00万,1.61万,206,297,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=get%20yours&region=US,raw_keyword_table.json,93
fm-us-100-20260907-094,for men,94,94,399,148.00万,2075,132,57,context_pending_apparel_link,,,人群、季节、风格或场景词；缺服装关联证据，暂不组合成新需求词。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=for%20men&region=US,raw_keyword_table.json,94
fm-us-100-20260907-095,buy 1 get 1 free,95,95,398,236.00万,3377,58,75,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=buy%201%20get%201%20free&region=US,raw_keyword_table.json,95
fm-us-100-20260907-096,pass level 3,96,96,394,163.00万,2990,10,86,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=pass%20level%203&region=US,raw_keyword_table.json,96
fm-us-100-20260907-097,dental implants,97,97,394,37.00万,844,36,52,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=dental%20implants&region=US,raw_keyword_table.json,97
fm-us-100-20260907-098,don’t miss out,98,98,393,329.00万,1.05万,126,123,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=don%E2%80%99t%20miss%20out&region=US,raw_keyword_table.json,98
fm-us-100-20260907-099,find the,99,99,389,413.00万,1.14万,74,85,other_or_generic,,,词本身未提供明确服装方向；包含通用引导、其他品类及含糊表达，保留原词待需要时复核。,https://www.fastmoss.com/zh/creativecenter/search?page=1&words=find%20the&region=US,raw_keyword_table.json,99
